Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc2_b1_1[15:0],u3_adc_analysis/adc2_b2_1[15:0],u3_adc_analysis/adc2_b3_1[15:0],u3_adc_analysis/adc2_b4_1[15:0],u3_adc_analysis/adc2_b1_2[15:0],u3_adc_analysis/adc2_b2_2[15:0],u3_adc_analysis/adc2_b3_2[15:0],u3_adc_analysis/adc2_b4_2[15:0],u3_adc_analysis/adc_en_vio_3
3315,3315,0,-24262,-24892,-23180,-19162,-13478,-6302,1104,8514,-14,-42,10,-4,18,-10,-8,-4,1
3316,3316,0,14994,20184,23364,24426,23378,19880,14542,7390,2,-10,-24,-4,2,-10,26,-4,1
3317,3317,0,-620,-8916,-15788,-21182,-24326,-24940,-23180,-19162,34,8,10,-4,2,-10,10,-20,1
3318,3318,0,-13478,-6302,1120,8562,14978,20184,23348,24474,2,-26,26,46,-14,8,10,14,1
3319,3319,0,23394,19880,14494,7358,-694,-8916,-15788,-21182,-14,-10,42,-4,-14,-26,10,-4,1
3320,3320,0,-24278,-24924,-23164,-19228,-13494,-6286,1184,8546,-14,-10,26,-4,34,-10,-8,14,1
3321,3321,0,15042,20200,23396,24522,23314,19880,14542,7406,-14,-26,26,-20,2,-26,26,-4,1
3322,3322,0,-694,-8916,-15788,-21166,-24278,-24908,-23180,-19194,-14,8,10,-36,2,8,-24,14,1
3323,3323,0,-13462,-6302,1120,8530,15042,20216,23380,24490,2,-26,10,-4,2,48,10,-4,1
3324,3324,0,23362,19880,14542,7406,-678,-8960,-15880,-21214,18,8,26,14,18,-10,10,-20,1
3325,3325,0,-24294,-24876,-23196,-19244,-13510,-6218,1104,8514,-14,-10,26,30,18,-10,10,-4,1
3326,3326,0,14994,20216,23396,24554,23362,19880,14494,7358,2,8,26,-4,2,-26,10,-4,1
3327,3327,0,-620,-8884,-15788,-21166,-24310,-24876,-23180,-19194,2,32,26,30,2,-26,10,14,1
3328,3328,0,-13462,-6250,1104,8514,15042,20232,23396,24522,2,8,-8,14,2,-10,26,46,1
3329,3329,0,23362,19896,14542,7374,-636,-8900,-15788,-21198,18,8,-24,-4,-30,24,10,14,1
3330,3330,0,-24294,-24892,-23148,-19194,-13478,-6250,1152,8514,18,-10,10,-20,18,8,26,14,1
3331,3331,0,14994,20168,23332,24554,23330,19880,14510,7374,-30,8,-24,14,18,-26,-8,-4,1
3332,3332,0,-636,-8884,-15804,-21230,-24294,-24860,-23180,-19162,-14,-10,26,-36,18,24,-8,-36,1
3333,3333,0,-13494,-6286,1168,8546,14994,20184,23364,24442,18,8,26,-36,2,-26,26,-4,1
3334,3334,0,23362,19912,14590,7390,-710,-8900,-15804,-21214,18,-10,10,-4,18,-26,10,30,1
3335,3335,0,-24278,-24876,-23148,-19162,-13430,-6266,1152,8546,18,8,-8,30,2,-10,10,-4,1
3336,3336,0,15010,20216,23380,24522,23346,19896,14574,7390,-46,-10,-8,14,2,24,10,-4,1
3337,3337,0,-572,-8960,-15772,-21150,-24326,-24892,-23164,-19178,-30,-10,26,14,2,-10,10,-4,1
3338,3338,0,-13478,-6350,1184,8514,14978,20200,23364,24538,2,-10,26,-4,18,8,10,-4,1
3339,3339,0,23394,19880,14542,7358,-726,-8944,-15804,-21182,-14,-26,26,-4,-30,8,-8,-4,1
3340,3340,0,-24342,-24924,-23164,-19178,-13478,-6250,1152,8562,18,-42,10,14,-14,-26,10,-4,1
3341,3341,0,14962,20232,23316,24474,23346,19896,14510,7390,-14,-10,10,-4,2,8,10,30,1
3342,3342,0,-694,-8948,-15772,-21166,-24310,-24940,-23164,-19178,-14,8,26,14,18,8,42,-36,1
3343,3343,0,-13478,-6250,1184,8610,14978,20232,23332,24490,2,-10,26,-4,2,8,-24,-20,1
3344,3344,0,23394,19928,14526,7358,-636,-8960,-15772,-21214,2,-10,10,-4,34,8,10,14,1
3345,3345,0,-24246,-24876,-23132,-19178,-13478,-6286,1168,8514,2,-10,42,-4,-30,24,10,-36,1
3346,3346,0,15042,20232,23380,24522,23378,19896,14510,7406,34,-10,-24,-4,34,-10,10,-4,1
3347,3347,0,-662,-8900,-15848,-21182,-24294,-24908,-23164,-19212,2,-10,10,-4,2,-26,10,14,1
3348,3348,0,-13510,-6250,1168,8546,15042,20184,23332,24538,18,-10,10,-4,-30,8,-24,-20,1
3349,3349,0,23362,19912,14542,7358,-678,-8884,-15880,-21166,-14,-10,10,-4,18,8,-8,-20,1
3350,3350,0,-24310,-24908,-23148,-19194,-13510,-6234,1200,8514,18,-10,26,-4,2,8,26,-20,1
3351,3351,0,14962,20216,23348,24506,23362,19864,14526,7342,18,8,58,14,-14,8,-8,-4,1
3352,3352,0,-588,-8916,-15804,-21214,-24278,-24892,-23164,-19228,2,-42,10,-20,34,8,-8,-4,1
3353,3353,0,-13478,-6250,1152,8514,15026,20184,23396,24538,-14,8,10,-4,18,48,26,-4,1
3354,3354,0,23378,19790,14574,7406,-636,-8960,-15880,-21182,2,8,26,-4,-14,8,-24,-4,1
3355,3355,0,-24294,-24940,-23180,-19212,-13494,-6266,1104,8546,-14,24,-24,-4,34,8,26,-20,1
3356,3356,0,15042,20248,23348,24458,23362,19848,14542,7294,34,-42,10,14,50,8,10,-4,1
3357,3357,0,-694,-8868,-15804,-21214,-24262,-24892,-23196,-19130,-14,-26,10,-4,18,-26,-8,30,1
3358,3358,0,-13478,-6282,1168,8546,15026,20216,23380,24506,-30,-10,10,-20,18,-26,26,-4,1
3359,3359,0,23362,19880,14558,7358,-678,-8884,-15820,-21246,18,8,26,14,-30,-26,10,14,1
3360,3360,0,-24262,-24924,-23164,-19178,-13382,-6286,1184,8546,-14,-26,-24,-4,2,-10,26,-4,1
3361,3361,0,14994,20248,23364,24490,23362,19864,14542,7342,-14,48,10,14,50,-26,42,-20,1
3362,3362,0,-620,-8916,-15820,-21230,-24326,-24908,-23180,-19194,2,-10,10,-4,18,-10,26,14,1
3363,3363,0,-13478,-6234,1168,8546,15010,20232,23364,24490,2,-10,26,30,2,-10,-8,14,1
3364,3364,0,23378,19880,14542,7374,-604,-8976,-15804,-21198,2,8,10,-4,2,-10,26,-4,1
3365,3365,0,-24278,-24892,-23180,-19178,-13462,-6250,1168,8562,-14,40,-8,-4,-46,-10,-24,-36,1
3366,3366,0,15042,20248,23412,24522,23362,19896,14558,7326,2,8,26,-4,34,32,42,30,1
3367,3367,0,-636,-8900,-15896,-21214,-24358,-24924,-23196,-19194,2,-10,-8,30,2,24,10,30,1
3368,3368,0,-13462,-6218,1200,8562,14994,20232,23364,24490,2,-10,10,-20,2,-10,10,-20,1
3369,3369,0,23362,19912,14542,7326,-620,-8932,-15804,-21198,18,8,10,30,34,-10,-24,14,1
3370,3370,0,-24278,-24876,-23180,-19178,-13478,-6202,1168,8546,2,32,-24,-20,-46,-10,-24,14,1
3371,3371,0,15010,20248,23364,24490,23394,19928,14574,7358,2,8,10,-4,-14,-26,10,14,1
3372,3372,0,-636,-8900,-15848,-21214,-24294,-24908,-23164,-19178,-14,-10,26,14,2,8,-8,-4,1
3373,3373,0,-13446,-6250,1232,8546,14962,20216,23412,24522,-14,48,-8,14,2,-10,26,-4,1
3374,3374,0,23394,19880,14510,7358,-694,-8916,-15804,-21182,2,-26,10,-4,-14,8,26,14,1
3375,3375,0,-24326,-24908,-23196,-19178,-13478,-6302,1152,8546,18,8,-24,-20,2,8,-24,14,1
3376,3376,0,14994,20248,23412,24490,23346,19864,14478,7374,2,8,42,-4,2,8,10,-36,1
3377,3377,0,-636,-8900,-15772,-21182,-24294,-24924,-23196,-19178,2,8,10,-4,34,8,-24,-36,1
3378,3378,0,-13430,-6250,1184,8562,14994,20248,23412,24474,2,8,26,14,18,8,26,-4,1
3379,3379,0,23330,19864,14542,7358,-694,-8960,-15804,-21150,-14,-26,10,14,-14,-10,26,14,1
3380,3380,0,-24310,-24908,-23196,-19194,-13478,-6234,1136,8514,-14,32,10,-4,-14,-10,42,14,1
3381,3381,0,15010,20200,23348,24506,23362,19832,14510,7374,18,8,10,-4,18,8,10,-20,1
3382,3382,0,-604,-8928,-15820,-21198,-24294,-24876,-23164,-19178,18,-26,-8,-4,2,24,-8,14,1
3383,3383,0,-13446,-6302,1104,8514,15026,20200,23332,24474,-30,-10,-8,62,18,48,10,14,1
3384,3384,0,23394,19912,14526,7326,-694,-8944,-15896,-21230,2,-10,-24,-4,18,8,10,14,1
3385,3385,0,-24294,-24908,-23164,-19130,-13430,-6286,1152,8546,2,-10,-24,-4,2,-10,26,30,1
3386,3386,0,15010,20232,23396,24490,23362,19880,14526,7310,-14,-10,-8,-20,34,8,-24,14,1
3387,3387,0,-652,-8884,-15864,-21166,-24310,-24924,-23180,-19228,-30,-10,-8,14,18,8,42,-36,1
3388,3388,0,-13510,-6234,1168,8546,14994,20216,23348,24474,18,-10,26,-20,-14,8,10,-36,1
3389,3389,0,23330,19880,14526,7326,-678,-8916,-15848,-21214,-14,8,10,-4,-14,8,26,-4,1
3390,3390,0,-24278,-24860,-23164,-19178,-13462,-6218,1152,8546,18,-10,10,-4,2,-10,-24,14,1
3391,3391,0,15058,20248,23364,24538,23378,19832,14494,7374,2,-10,10,-4,18,24,-24,14,1
3392,3392,0,-694,-8992,-15880,-21246,-24310,-24908,-23148,-19178,18,-10,26,-4,18,8,26,-4,1
3393,3393,0,-13510,-6218,1152,8578,14994,20232,23380,24506,2,8,10,-20,2,-10,10,-4,1
3394,3394,0,23362,19848,14526,7326,-652,-8944,-15804,-21230,2,-26,-8,-4,2,-10,-8,14,1
3395,3395,0,-24390,-24876,-23148,-19194,-13462,-6250,1168,8546,-14,48,26,-4,2,-10,-24,46,1
3396,3396,0,14946,20264,23332,24490,23346,19880,14558,7358,2,8,10,-36,2,8,-56,-4,1
3397,3397,0,-742,-8928,-15788,-21182,-24358,-24924,-23132,-19162,2,-26,10,-4,2,-10,-8,-4,1
3398,3398,0,-13446,-6250,1168,8578,15058,20232,23380,24522,-14,8,26,-20,-30,-10,10,14,1
3399,3399,0,23362,19864,14462,7326,-742,-8916,-15880,-21198,18,8,10,-4,-14,24,-24,-20,1
3400,3400,0,-24326,-24940,-23164,-19194,-13494,-6234,1136,8546,2,8,-8,-4,18,8,26,-20,1
3401,3401,0,15010,20216,23380,24522,23346,19912,14542,7342,-14,-10,-8,-20,2,8,-24,30,1
3402,3402,0,-678,-8976,-15864,-21230,-24230,-24924,-23164,-19194,-14,24,10,-4,-30,8,26,-36,1
3403,3403,0,-13478,-6318,1152,8530,15058,20248,23332,24506,2,8,-8,-20,-14,8,42,-4,1
3404,3404,0,23394,19864,14510,7326,-604,-8960,-15864,-21214,2,8,-40,14,2,8,26,-4,1
3405,3405,0,-24342,-24972,-23148,-19212,-13510,-6202,1136,8530,2,-10,-8,14,-14,-10,-8,14,1
3406,3406,0,15042,20200,23364,24474,23330,19864,14478,7358,-14,-10,-8,46,-14,8,10,14,1
3407,3407,0,-710,-8932,-15878,-21214,-24326,-24908,-23180,-19178,18,24,-8,-20,2,8,26,14,1
3408,3408,0,-13446,-6266,1152,8530,14978,20216,23364,24522,-14,8,10,30,2,8,-8,14,1
3409,3409,0,23362,19880,14510,7358,-652,-8916,-15818,-21230,2,8,26,14,18,8,10,-4,1
3410,3410,0,-24358,-24908,-23164,-19162,-13462,-6286,1168,8546,18,24,42,-4,2,-26,10,-4,1
3411,3411,0,14994,20232,23348,24490,23330,19912,14542,7326,34,-10,10,-4,-30,8,10,-4,1
3412,3412,0,-652,-8944,-15910,-21246,-24374,-24876,-23196,-19276,18,-10,10,-4,-14,8,10,-4,1
3413,3413,0,-13462,-6250,1120,8546,15042,20152,23332,24506,34,8,-24,-4,-30,8,10,-36,1
3414,3414,0,23378,19864,14494,7390,-710,-8976,-15910,-21246,-30,8,-8,-4,34,-26,-8,-4,1
3415,3415,0,-24310,-24892,-23180,-19178,-13462,-6186,1136,8546,2,-26,26,14,2,-26,26,-4,1
3416,3416,0,15042,20200,23348,24506,23330,19912,14462,7326,18,-10,42,14,-14,8,10,14,1
3417,3417,0,-726,-8944,-15878,-21246,-24310,-24940,-23164,-19228,2,8,-24,-4,18,8,10,14,1
3418,3418,0,-13446,-6286,1152,8562,14994,20216,23300,24506,-14,8,-8,14,-14,48,-8,-20,1
3419,3419,0,23346,19864,14510,7326,-726,-8960,-15802,-21182,18,8,10,14,18,24,26,14,1
3420,3420,0,-24278,-24892,-23164,-19194,-13494,-6234,1152,8530,18,-26,26,14,2,-10,10,-20,1
3421,3421,0,15010,20216,23412,24474,23330,19896,14494,7374,2,8,10,-36,50,8,-8,-36,1
3422,3422,0,-678,-8976,-15862,-21214,-24342,-24908,-23164,-19146,50,8,-24,14,-30,-10,10,-4,1
3423,3423,0,-13494,-6266,1200,8562,15010,20248,23396,24506,-30,8,10,14,-30,8,10,14,1
3424,3424,0,23282,19896,14542,7358,-710,-8944,-15846,-21214,34,-42,10,-4,2,-10,-24,46,1
3425,3425,0,-24342,-24940,-23132,-19162,-13430,-6234,1200,8530,18,8,10,14,18,24,-24,30,1
3426,3426,0,15026,20184,23348,24522,23362,19864,14526,7326,2,-10,10,14,-14,8,10,14,1
3427,3427,0,-742,-8944,-15878,-21230,-24278,-24876,-23164,-19194,-30,8,-8,-4,18,-10,-8,30,1
3428,3428,0,-13414,-6202,1184,8530,15042,20168,23332,24506,-46,8,-24,-36,2,-10,26,30,1
3429,3429,0,23314,19848,14510,7342,-710,-9008,-15894,-21198,18,-26,26,14,-30,-10,10,30,1
3430,3430,0,-24342,-24892,-23148,-19212,-13446,-6266,1168,8546,-14,8,10,-4,-14,-10,42,-36,1
3431,3431,0,14962,20184,23332,24490,23362,19832,14478,7342,-14,-26,-8,-4,34,8,-8,14,1
3432,3432,0,-678,-8976,-15786,-21198,-24278,-24908,-23164,-19178,2,48,26,-4,-30,8,10,-4,1
3433,3433,0,-13494,-6250,1152,8562,15058,20200,23364,24506,18,-10,26,14,2,8,26,30,1
3434,3434,0,23394,19864,14510,7342,-694,-8960,-15878,-21230,34,24,26,-36,18,48,-8,-36,1
3435,3435,0,-24310,-24860,-23196,-19162,-13446,-6218,1184,8546,18,-26,10,-4,2,8,26,14,1
3436,3436,0,14994,20232,23348,24554,23330,19864,14510,7326,2,-10,10,14,2,24,10,-4,1
3437,3437,0,-742,-8928,-15862,-21182,-24294,-24876,-23132,-19178,34,8,10,30,18,-10,10,-20,1
3438,3438,0,-13462,-6234,1184,8546,15026,20216,23364,24490,34,-10,-8,-4,18,8,42,-4,1
3439,3439,0,23330,19832,14510,7374,-604,-8932,-15818,-21214,34,8,-24,-4,2,24,10,-4,1
3440,3440,0,-24326,-24892,-23116,-19194,-13446,-6250,1200,8562,18,8,10,46,18,-10,-8,30,1
3441,3441,0,14978,20216,23364,24490,23346,19864,14478,7310,34,8,26,-36,2,8,26,30,1
3442,3442,0,-710,-8976,-15862,-21182,-24342,-24956,-23116,-19114,18,8,26,-36,2,8,26,30,1
3443,3443,0,-13446,-6250,1200,8530,14962,20264,23412,24474,-30,8,42,14,2,8,26,14,1
3444,3444,0,23394,19912,14494,7326,-710,-8976,-15802,-21246,34,8,-8,30,34,48,10,-4,1
3445,3445,0,-24310,-24956,-23164,-19146,-13462,-6250,1200,8578,-30,-26,10,-4,18,-10,-24,46,1
3446,3446,0,15026,20248,23348,24506,23362,19832,14462,7358,18,-26,-8,-4,34,-10,10,-20,1
3447,3447,0,-620,-8944,-15862,-21182,-24294,-24924,-23164,-19162,2,48,-8,-4,-14,-10,10,-4,1
3448,3448,0,-13478,-6218,1168,8562,15042,20216,23380,24490,2,48,26,-4,2,-26,42,-4,1
3449,3449,0,23330,19848,14494,7310,-710,-8960,-15926,-21246,2,-10,-8,-4,2,8,-24,-4,1
3450,3450,0,-24294,-24860,-23148,-19194,-13478,-6286,1152,8546,2,8,-8,-20,-14,8,42,-20,1
3451,3451,0,14994,20216,23348,24490,23330,19832,14510,7326,34,8,26,-4,2,8,-8,-4,1
3452,3452,0,-636,-8976,-15878,-21262,-24326,-24908,-23116,-19178,-14,-26,10,-4,-30,8,10,-4,1
3453,3453,0,-13430,-6250,1168,8530,15042,20264,23332,24458,-14,8,42,-36,2,40,10,-4,1
3454,3454,0,23378,19832,14526,7326,-742,-8976,-15878,-21182,34,8,42,-4,18,-26,42,14,1
3455,3455,0,-24310,-24940,-23164,-19146,-13478,-6250,1200,8562,2,24,-8,-36,18,-10,10,-4,1
3456,3456,0,15010,20200,23380,24506,23346,19848,14494,7374,18,-26,-8,14,18,8,-8,-20,1
3457,3457,0,-710,-8992,-15926,-21214,-24310,-24956,-23116,-19162,18,-10,10,-4,18,24,26,14,1
3458,3458,0,-13446,-6234,1184,8626,15026,20232,23444,24554,18,8,10,-20,-30,24,10,-4,1
3459,3459,0,23346,19896,14542,7326,-588,-8900,-15878,-21182,2,-10,42,-20,2,8,-8,30,1
3460,3460,0,-24326,-24860,-23196,-19146,-13430,-6186,1200,8546,2,8,-24,-4,18,-10,10,-4,1
3461,3461,0,15074,20300,23412,24506,23314,19880,14542,7358,-14,24,-24,14,18,8,26,-4,1
3462,3462,0,-710,-8992,-15878,-21166,-24294,-24892,-23164,-19066,2,24,10,14,34,8,26,-36,1
3463,3463,0,-13414,-6202,1184,8546,15042,20200,23380,24554,-14,-26,10,14,-14,8,-8,-4,1
3464,3464,0,23378,19864,14542,7326,-678,-8960,-15878,-21214,18,8,42,-4,18,-10,26,14,1
3465,3465,0,-24294,-24892,-23148,-19162,-13462,-6170,1168,8562,18,8,26,-4,2,8,10,30,1
3466,3466,0,15026,20280,23412,24522,23330,19864,14526,7294,18,-10,42,14,-30,-10,10,-36,1
3467,3467,0,-662,-8976,-15894,-21182,-24294,-24908,-23132,-19146,-30,8,10,14,2,-10,42,-4,1
3468,3468,0,-13446,-6170,1232,8578,15074,20200,23412,24554,34,8,10,14,18,24,10,-4,1
3469,3469,0,23362,19912,14526,7342,-662,-8944,-15942,-21214,34,-10,-8,-4,2,8,10,-4,1
3470,3470,0,-24294,-24892,-23132,-19194,-13462,-6250,1200,8562,-30,-10,10,-4,2,-42,26,-4,1
3471,3471,0,15026,20248,23428,24522,23346,19864,14478,7310,18,8,10,-4,2,-10,10,30,1
3472,3472,0,-694,-8960,-15878,-21214,-24230,-24892,-23180,-19178,2,-10,10,-4,-30,8,-8,-20,1
3473,3473,0,-13446,-6186,1184,8562,15010,20284,23412,24490,18,-10,-24,-20,34,8,-8,-20,1
3474,3474,0,23362,19864,14502,7342,-652,-8976,-15878,-21214,2,-26,10,14,18,24,26,-4,1
3475,3475,0,-24326,-24844,-23116,-19178,-13446,-6186,1200,8610,18,-26,10,-4,2,8,-8,14,1
3476,3476,0,15042,20248,23412,24586,23362,19864,14510,7342,2,24,10,30,18,-10,-8,-4,1
3477,3477,0,-710,-8960,-15878,-21246,-24294,-24876,-23132,-19114,-30,8,10,14,2,-26,26,-4,1
3478,3478,0,-13462,-6234,1280,8642,15042,20248,23396,24474,34,-10,10,-20,18,-10,26,14,1
3479,3479,0,23410,19880,14494,7326,-710,-8900,-15846,-21230,2,-10,26,14,2,-10,10,-4,1
3480,3480,0,-24262,-24924,-23148,-19162,-13462,-6186,1184,8578,18,8,-8,-4,2,-10,26,-4,1
3481,3481,0,14994,20216,23444,24490,23378,19864,14494,7326,34,-10,-8,-4,18,-10,-24,-4,1
3482,3482,0,-710,-8916,-15846,-21198,-24310,-24844,-23116,-19178,18,8,10,-4,-14,24,26,-20,1
3483,3483,0,-13382,-6266,1152,8562,15058,20232,23396,24490,-14,8,26,30,18,24,10,14,1
3484,3484,0,23362,19880,14494,7326,-726,-9008,-15894,-21214,18,8,10,14,34,-10,10,14,1
3485,3485,0,-24294,-24892,-23116,-19146,-13478,-6250,1200,8594,2,-26,42,-4,34,-10,-8,14,1
3486,3486,0,15042,20232,23396,24506,23298,19848,14478,7310,18,8,10,-20,2,8,10,-4,1
3487,3487,0,-678,-8944,-15862,-21278,-24294,-24860,-23148,-19212,2,-26,26,14,-30,-10,-8,30,1
3488,3488,0,-13414,-6202,1232,8610,14994,20200,23380,24474,2,8,-8,-4,2,-26,26,-4,1
3489,3489,0,23330,19832,14510,7358,-726,-8992,-15878,-21246,18,-10,-8,-20,34,-26,10,-20,1
3490,3490,0,-24342,-24908,-23116,-19146,-13446,-6234,1184,8546,34,-10,10,14,18,-10,10,-4,1
3491,3491,0,15026,20200,23364,24570,23314,19864,14510,7358,18,-10,-8,-36,18,8,-24,14,1
3492,3492,0,-726,-9008,-15818,-21198,-24310,-24876,-23132,-19114,2,8,-8,-4,2,8,-24,-20,1
3493,3493,0,-13398,-6218,1200,8594,15042,20264,23380,24522,18,8,10,14,2,24,10,30,1
3494,3494,0,23346,19864,14462,7326,-726,-8992,-15894,-21214,18,-10,26,-4,-46,8,26,-36,1
3495,3495,0,-24294,-24876,-23196,-19082,-13430,-6250,1184,8546,-46,-26,10,-4,2,8,10,-20,1
3496,3496,0,15042,20280,23364,24570,23362,19832,14478,7342,18,-42,-24,-36,-14,8,-8,-4,1
3497,3497,0,-710,-8884,-15818,-21230,-24310,-24860,-23164,-19146,2,-26,10,14,2,8,-8,-4,1
3498,3498,0,-13446,-6186,1232,8594,15058,20280,23412,24490,18,8,10,14,2,24,-24,14,1
3499,3499,0,23330,19880,14542,7310,-710,-8992,-15862,-21214,-14,8,10,-4,18,-26,-8,-4,1
3500,3500,0,-24326,-24876,-23196,-19146,-13430,-6218,1200,8562,18,8,42,-4,2,-10,10,14,1
3501,3501,0,14978,20248,23396,24442,23298,19896,14526,7278,-14,-26,26,14,34,8,10,-20,1
3502,3502,0,-742,-8900,-15878,-21214,-24342,-24908,-23164,-19178,2,-26,-8,-4,2,24,-24,14,1
3503,3503,0,-13462,-6186,1184,8626,15042,20248,23412,24522,18,8,-24,14,2,24,-24,-4,1
3504,3504,0,23314,19864,14478,7342,-726,-8992,-15894,-21262,18,-10,26,-20,-30,-26,-8,-4,1
3505,3505,0,-24294,-24876,-23164,-19146,-13430,-6218,1168,8562,18,-10,10,-4,2,8,-24,-20,1
3506,3506,0,15058,20216,23364,24474,23330,19832,14558,7262,18,8,10,-4,18,32,-8,14,1
3507,3507,0,-694,-8976,-15878,-21294,-24342,-24940,-23148,-19146,-14,-10,10,-4,18,24,10,14,1
3508,3508,0,-13430,-6202,1216,8546,15042,20232,23412,24506,2,8,10,-4,2,24,10,-20,1
3509,3509,0,23330,19848,14478,7326,-710,-8976,-15926,-21246,2,8,-24,14,18,24,10,14,1
3510,3510,0,-24310,-24940,-23164,-19212,-13398,-6186,1184,8562,50,24,10,14,2,-42,26,-20,1
3511,3511,0,15042,20264,23364,24522,23346,19912,14510,7310,18,24,-24,-4,2,24,26,-4,1
3512,3512,0,-678,-8976,-15878,-21230,-24326,-24860,-23148,-19212,2,24,-24,14,18,-10,-8,30,1
3513,3513,0,-13478,-6186,1232,8594,15026,20232,23444,24490,-14,8,26,-4,34,-26,-24,-20,1
3514,3514,0,23330,19896,14510,7310,-758,-9024,-15846,-21230,2,-26,-8,-36,18,8,10,-4,1
3515,3515,0,-24358,-24844,-23132,-19162,-13462,-6234,1248,8594,-30,8,26,-4,2,-10,-8,-20,1
3516,3516,0,15090,20264,23316,24458,23330,19864,14510,7310,2,8,26,-20,2,8,10,-20,1
3517,3517,0,-758,-8976,-15862,-21278,-24374,-24892,-23116,-19178,34,-10,10,-4,2,-10,-24,14,1
3518,3518,0,-13462,-6202,1248,8610,15010,20300,23396,24474,-30,-10,10,-4,34,8,-24,30,1
3519,3519,0,23330,19832,14510,7278,-726,-8976,-15910,-21262,-14,8,26,-4,-30,-10,10,-4,1
3520,3520,0,-24326,-24940,-23180,-19162,-13430,-6218,1184,8626,2,-26,-8,-4,-14,-10,-8,14,1
3521,3521,0,15026,20232,23348,24474,23330,19832,14446,7310,2,8,10,14,-14,-10,-8,30,1
3522,3522,0,-742,-9024,-15862,-21262,-24310,-24908,-23116,-19146,2,-42,-8,30,-30,-10,10,-20,1
3523,3523,0,-13462,-6170,1200,8594,15042,20216,23364,24506,2,-10,-24,-20,2,-26,-24,14,1
3524,3524,0,23330,19832,14462,7310,-710,-9008,-15926,-21262,18,-10,10,-20,34,8,10,-20,1
3525,3525,0,-24310,-24940,-23164,-19146,-13430,-6250,1184,8546,18,8,42,14,-30,-10,-24,-20,1
3526,3526,0,15058,20232,23316,24490,23394,19896,14510,7278,2,-10,-8,-4,2,-10,-8,-4,1
3527,3527,0,-742,-9008,-15894,-21230,-24310,-24908,-23116,-19162,2,-10,10,-20,-14,-10,10,-36,1
3528,3528,0,-13430,-6186,1216,8562,15106,20248,23412,24522,2,-10,26,14,2,8,10,-20,1
3529,3529,0,23298,19832,14478,7278,-758,-8976,-15926,-21262,2,8,-8,-20,-14,8,42,-4,1
3530,3530,0,-24310,-24876,-23132,-19130,-13430,-6250,1184,8578,2,8,26,14,2,-26,-8,14,1
3531,3531,0,15090,20300,23364,24490,23346,19800,14510,7262,-14,-10,-24,-20,2,-42,26,-20,1
3532,3532,0,-710,-8992,-15910,-21246,-24342,-24892,-23180,-19194,2,-10,10,14,-14,48,26,-4,1
3533,3533,0,-13478,-6234,1200,8578,15042,20284,23364,24506,2,-10,-8,-36,-30,8,10,-4,1
3534,3534,0,23378,19896,14510,7278,-726,-9008,-15878,-21246,2,-10,-24,14,-14,-10,10,14,1
3535,3535,0,-24310,-24892,-23132,-19162,-13414,-6202,1200,8594,2,-10,10,-4,2,8,26,30,1
3536,3536,0,15090,20248,23364,24490,23314,19896,14462,7326,18,8,-8,-4,2,-26,26,14,1
3537,3537,0,-790,-8992,-15910,-21198,-24310,-24860,-23116,-19194,-30,8,-24,-20,18,8,10,-20,1
3538,3538,0,-13382,-6234,1232,8594,15058,20264,23428,24554,2,-10,26,14,2,-10,26,-4,1
3539,3539,0,23362,19848,14510,7310,-678,-9024,-15926,-21294,-14,48,26,14,-14,8,-8,46,1
3540,3540,0,-24294,-24892,-23116,-19178,-13398,-6154,1216,8530,2,-26,10,-4,2,-10,10,-4,1
3541,3541,0,15058,20280,23412,24490,23362,19880,14446,7262,34,-10,-24,14,18,8,10,30,1
3542,3542,0,-742,-8960,-15862,-21262,-24278,-24876,-23132,-19146,18,-26,-24,-36,2,-10,-8,-20,1
3543,3543,0,-13430,-6170,1168,8578,15042,20232,23428,24506,2,-10,-24,14,2,8,-8,30,1
3544,3544,0,23346,19832,14478,7294,-710,-8960,-15910,-21214,-14,8,42,-4,18,24,-24,-4,1
3545,3545,0,-24342,-24988,-23116,-19178,-13446,-6218,1184,8578,-14,32,-24,-4,2,8,10,-20,1
3546,3546,0,15074,20248,23428,24506,23330,19816,14494,7246,34,24,-24,-36,2,8,10,-20,1
3547,3547,0,-710,-8992,-15910,-21278,-24310,-24908,-23084,-19162,2,-10,26,14,2,8,10,14,1
3548,3548,0,-13414,-6202,1200,8530,15058,20200,23364,24522,2,-10,10,-4,-14,8,-40,-36,1
3549,3549,0,23362,19832,14494,7278,-806,-8992,-15878,-21230,2,-10,26,-4,-14,-26,10,30,1
3550,3550,0,-24310,-24892,-23164,-19178,-13462,-6186,1216,8610,-46,8,10,-36,-30,8,-24,30,1
3551,3551,0,15058,20264,23428,24506,23330,19848,14462,7230,2,24,26,14,18,-10,-24,14,1
3552,3552,0,-742,-9024,-15922,-21278,-24342,-24892,-23132,-19162,2,-10,10,14,2,8,10,14,1
