Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
3451,3451,0,4862,10054,-11138,-3126,13042,-4930,-9950,11232,4340,11296,-11372,-4112,14018,-4554,-11180,11450,12,8,8,-6,12,40,-10,12,0,0,0,0,0,0,0,0,0
3452,3452,0,2926,-12994,5346,9730,-11330,-2726,12960,-5462,3966,-13970,4796,11050,-11556,-3818,13924,-4896,-52,40,-10,12,-4,24,-10,28,0,0,0,0,0,0,0,0,0
3453,3453,0,-9570,11396,2598,-13038,5576,9564,-11456,-2330,-10892,11796,3566,-13990,5188,10700,-11916,-3288,-36,-8,-10,-6,-4,-8,8,12,0,0,0,0,0,0,0,0,0
3454,3454,0,12946,-5762,-9356,11608,2150,-12878,5944,9126,13970,-5326,-10612,11940,3168,-13906,5596,10366,-20,-24,8,12,-20,-24,-26,-22,0,0,0,0,0,0,0,0,0
3455,3455,0,-11730,-1910,12784,-6164,-9060,11806,1606,-12926,-12068,-2872,13844,-5794,-10350,12190,2650,-13878,12,24,84,28,-36,24,-10,12,0,0,0,0,0,0,0,0,0
3456,3456,0,6310,8878,-11844,-1468,12898,-6512,-8674,12018,5970,10158,-12274,-2474,13858,-6154,-10064,12398,-52,-8,-10,-22,12,8,-10,12,0,0,0,0,0,0,0,0,0
3457,3457,0,1282,-12750,6656,8530,-12034,-1154,12688,-6856,2248,-13810,6358,9866,-12474,-2028,13764,-6502,-4,24,72,-6,12,-40,-10,-22,0,0,0,0,0,0,0,0,0
3458,3458,0,-8526,12142,808,-12604,7070,8314,-12116,-754,-9672,12640,1806,-13758,6760,9540,-12710,-1654,-4,8,40,12,12,-8,8,-22,0,0,0,0,0,0,0,0,0
3459,3459,0,12586,-7246,-8174,12290,508,-12524,7362,7992,13668,-7032,-9388,12798,1364,-13682,7148,9216,-20,8,-10,-38,-4,24,-10,12,0,0,0,0,0,0,0,0,0
3460,3460,0,-12306,-272,12524,-7536,-7886,12424,38,-12476,-12856,-1194,13652,-7296,-9054,12976,928,-13566,-52,8,24,12,-36,8,24,-22,0,0,0,0,0,0,0,0,0
3461,3461,0,7676,7632,-12424,98,12426,-7792,-7612,12508,7488,8774,-13038,-736,13458,-7746,-8668,13164,-20,24,8,-6,-4,24,8,44,0,0,0,0,0,0,0,0,0
3462,3462,0,-342,-12322,7944,7244,-12498,480,12316,-8206,476,-13428,7882,8466,-13178,-316,13340,-8044,-4,24,-10,-22,-20,8,8,44,0,0,0,0,0,0,0,0,0
3463,3463,0,-7078,12718,-770,-12114,8436,6940,-12568,886,-8338,13278,64,-13322,8244,8160,-13278,112,12,24,8,28,12,24,-10,-22,0,0,0,0,0,0,0,0,0
3464,3464,0,12058,-8430,-6990,12732,-1130,-12018,8544,6558,13242,-8392,-8008,13484,-362,-13172,8624,7790,44,8,-26,-56,-4,-24,56,-6,0,0,0,0,0,0,0,0,0
3465,3465,0,-12808,1358,12040,-8834,-6400,12814,-1636,-11858,-13474,570,13092,-8736,-7660,13538,-812,-13016,-36,24,8,12,-4,8,24,12,0,0,0,0,0,0,0,0,0
3466,3466,0,9036,6296,-12662,1714,11700,-9114,-6186,12944,8946,7430,-13558,1020,12938,-9126,-7240,13628,-4,40,24,-56,-4,-8,8,-22,0,0,0,0,0,0,0,0,0
3467,3467,0,-1962,-11646,9118,5844,-12856,2120,11690,-9428,-1282,-12800,9256,7092,-13714,1464,12700,-9450,-4,-40,-26,78,-36,-24,-42,12,0,0,0,0,0,0,0,0,0
3468,3468,0,-5666,13006,-2556,-11454,9610,5566,-12822,2512,-6870,13714,-1714,-12670,9514,6676,-13774,1914,28,8,-10,28,12,24,8,-38,0,0,0,0,0,0,0,0,0
3469,3469,0,11396,-9712,-5512,13008,-2768,-11294,9756,5112,12594,-9796,-6458,13798,-2152,-12438,9824,6286,-52,24,-10,-22,-36,24,-10,-38,0,0,0,0,0,0,0,0,0
3470,3470,0,-12952,2878,11300,-9976,-4956,13086,-3408,-11102,-13842,2326,12358,-10018,-6082,13858,-2556,-12298,-20,-8,24,-22,-20,-8,-26,-22,0,0,0,0,0,0,0,0,0
3471,3471,0,10000,4782,-12910,3320,10966,-10198,-4660,13088,10174,5904,-13934,2738,12140,-10376,-5750,13910,-20,-24,-26,-22,-36,-24,24,-22,0,0,0,0,0,0,0,0,0
3472,3472,0,-3594,-10880,10208,4372,-13032,3722,10612,-10498,-2966,-12020,10506,5530,-13970,3166,11960,-10614,-68,40,84,-6,-20,24,8,12,0,0,0,0,0,0,0,0,0
3473,3473,0,-4186,13208,-4114,-10578,10606,4004,-12958,4090,-5298,14012,-3476,-11914,10766,5090,-13966,3584,-36,8,8,12,12,24,-26,12,0,0,0,0,0,0,0,0,0
3474,3474,0,10478,-10656,-3938,13104,-4406,-10342,10810,3564,11742,-10898,-4918,13990,-3782,-11588,11010,4716,12,8,-26,12,12,24,-42,-38,0,0,0,0,0,0,0,0,0
3475,3475,0,-12952,4622,10160,-10934,-3386,13070,-4756,-10056,-13938,4034,11418,-11184,-4460,14012,-4296,-11426,12,8,24,-6,-4,8,24,12,0,0,0,0,0,0,0,0,0
3476,3476,0,11062,3270,-12972,4920,9904,-11108,-3056,13040,11358,4324,-13998,4468,11166,-11478,-4090,13990,-36,40,102,-6,12,24,-10,12,0,0,0,0,0,0,0,0,0
3477,3477,0,-5178,-9792,11412,2752,-12968,5338,9692,-11358,-4714,-11026,11602,3870,-13986,4850,10914,-11762,-4,-24,-10,-6,12,8,8,-6,0,0,0,0,0,0,0,0,0
3478,3478,0,-2608,13038,-5688,-9556,11476,2444,-12726,5700,-3654,13964,-5110,-10758,11820,3400,-13982,5328,-4,8,-42,-22,-20,40,-10,-6,0,0,0,0,0,0,0,0,0
3479,3479,0,9418,-11566,-2396,12944,-5906,-9344,11786,1970,10638,-11908,-3252,13942,-5506,-10536,12040,2982,-4,-40,24,12,-52,8,8,12,0,0,0,0,0,0,0,0,0
3480,3480,0,-12856,6008,8990,-11694,-1834,12894,-6368,-9002,-13954,5638,10292,-12250,-2774,13890,-5910,-10210,-4,40,-10,-38,-20,-8,24,-6,0,0,0,0,0,0,0,0,0
3481,3481,0,11716,1582,-12694,6414,8828,-11870,-1478,12816,12236,2528,-13886,6110,10024,-12374,-2326,13878,28,-24,8,12,-20,-24,24,-22,0,0,0,0,0,0,0,0,0
3482,3482,0,-6662,-8718,12040,1166,-12642,6748,8442,-12066,-6248,-9924,12412,2122,-13810,6436,9760,-12606,-52,8,-10,12,-20,24,-42,-38,0,0,0,0,0,0,0,0,0
3483,3483,0,-1066,12782,-7118,-8382,12164,736,-12456,7116,-1938,13762,-6688,-9610,12676,1730,-13758,6822,-20,8,8,-6,-4,-40,24,-6,0,0,0,0,0,0,0,0,0
3484,3484,0,8130,-12178,-524,12636,-7364,-8068,12348,322,9418,-12720,-1444,13718,-7046,-9302,12812,1244,12,8,40,12,12,-8,24,44,0,0,0,0,0,0,0,0,0
3485,3485,0,-12530,7466,7864,-12348,-166,12504,-7690,-7748,-13666,7218,9112,-12942,-1088,13618,-7456,-8940,-36,24,8,12,-20,24,-10,-56,0,0,0,0,0,0,0,0,0
3486,3486,0,12426,12,-12258,7768,7580,-12460,182,12380,13018,784,-13526,7614,8740,-13092,-580,13500,-20,8,-42,-6,-4,40,-42,12,0,0,0,0,0,0,0,0,0
3487,3487,0,-7998,-7390,12640,-470,-12290,8106,7236,-12556,-7836,-8642,13180,304,-13394,7984,8388,-13274,-20,24,-42,-22,-4,24,-10,12,0,0,0,0,0,0,0,0,0
3488,3488,0,676,12296,-8308,-7104,12586,-788,-12084,8370,-170,13374,-8198,-8268,13314,-76,-13230,8322,-36,8,-10,12,-4,40,-10,44,0,0,0,0,0,0,0,0,0
3489,3489,0,6878,-12686,904,12114,-8644,-6736,12704,-1276,8030,-13364,296,13292,-8482,-7922,13388,-486,-36,-8,-10,-6,-68,-24,24,12,0,0,0,0,0,0,0,0,0
3490,3490,0,-11938,8718,6412,-12822,1458,11934,-8904,-6356,-13130,8630,7700,-13550,698,13118,-8828,-7540,-20,-8,8,-6,-20,8,24,12,0,0,0,0,0,0,0,0,0
3491,3491,0,12810,-1682,-11776,8966,6222,-12798,1734,11794,13538,-970,-12934,9024,7360,-13570,1104,12918,-68,-8,24,-6,-52,-8,40,-6,0,0,0,0,0,0,0,0,0
3492,3492,0,-9218,-6054,12816,-2154,-11586,9304,5784,-13006,-9136,-7228,13684,-1422,-12874,9348,6964,-13726,-4,24,-42,12,-52,-24,-10,-6,0,0,0,0,0,0,0,0,0
3493,3493,0,2278,11492,-9562,-5558,12946,-2432,-11378,9602,1616,12704,-9484,-6710,13698,-1800,-12630,9626,-20,8,-26,28,-20,-8,8,28,0,0,0,0,0,0,0,0,0
3494,3494,0,5432,-12946,2772,11280,-9770,-5218,12974,-2950,6518,-13794,2014,12478,-9866,-6378,13796,-2266,12,40,8,12,-20,-8,-10,-6,0,0,0,0,0,0,0,0,0
3495,3495,0,-11250,9868,4968,-13102,3272,11068,-10046,-4862,-12460,9998,6160,-13814,2438,12368,-10176,-5938,-36,8,8,12,-36,40,8,-6,0,0,0,0,0,0,0,0,0
3496,3496,0,12978,-3216,-10888,10098,4766,-13026,3636,10912,13904,-2694,-12226,10286,5776,-13906,2914,12142,28,8,-10,12,12,8,-26,12,0,0,0,0,0,0,0,0,0
3497,3497,0,-10306,-4414,13054,-3706,-10776,10360,4342,-13102,-10480,-5564,13876,-3124,-11990,10604,5348,-14006,-36,24,8,-6,-20,40,8,-6,0,0,0,0,0,0,0,0,0
3498,3498,0,3918,10636,-10482,-4010,13042,-4036,-10466,10588,3278,11966,-10740,-5152,13984,-3530,-11820,10870,-36,-24,-10,-6,-4,8,8,-22,0,0,0,0,0,0,0,0,0
3499,3499,0,3950,-13042,4294,10364,-10744,-3664,13070,-4500,4970,-13970,3742,11620,-10990,-4794,14026,-3984,-20,-8,8,-22,12,8,-10,-6,0,0,0,0,0,0,0,0,0
3500,3500,0,-10290,10828,3572,-13134,4670,10216,-10920,-3302,-11446,11098,4556,-14070,4178,11408,-11260,-4308,-20,8,8,44,-20,40,8,-38,0,0,0,0,0,0,0,0,0
3501,3501,0,13026,-4866,-9982,11088,3022,-12978,5048,9858,14016,-4464,-11212,11322,4178,-14018,4636,11098,-4,8,8,-6,-4,-24,-10,28,0,0,0,0,0,0,0,0,0
3502,3502,0,-11314,-2918,13022,-5302,-9738,11316,2662,-13038,-11558,-3982,13994,-4710,-10926,11652,3694,-14054,-4,8,8,-6,28,8,8,-22,0,0,0,0,0,0,0,0,0
3503,3503,0,5480,9628,-11394,-2426,12930,-5586,-9562,11512,4970,10882,-11836,-3448,13920,-5214,-10708,11828,-4,-8,24,-6,12,40,-26,-6,0,0,0,0,0,0,0,0,0
3504,3504,0,2278,-12946,5768,9222,-11602,-2070,12864,-6026,3326,-13922,5380,10574,-12038,-3132,13908,-5578,-4,-24,-10,-56,12,8,24,-6,0,0,0,0,0,0,0,0,0
3505,3505,0,-9186,11806,1814,-12974,6158,8974,-11844,-1664,-10448,12142,2882,-13958,5776,10222,-12226,-2586,28,24,8,-22,28,-8,-26,-22,0,0,0,0,0,0,0,0,0
3506,3506,0,12714,-6278,-8722,11938,1410,-12782,6512,8646,13888,-6058,-10096,12280,2390,-13810,6208,9998,-20,-8,8,12,-36,-8,-10,-6,0,0,0,0,0,0,0,0,0
3507,3507,0,-12002,-1282,12752,-6724,-8574,12110,936,-12690,-12444,-2188,13812,-6390,-9850,12592,1998,-13742,-4,24,8,44,-36,-24,8,44,0,0,0,0,0,0,0,0,0
3508,3508,0,6894,8478,-12052,-898,12650,-7028,-8308,12210,6534,9652,-12662,-1798,13714,-6820,-9484,12734,-4,-24,-10,-6,-20,24,24,12,0,0,0,0,0,0,0,0,0
3509,3509,0,644,-12572,7282,8056,-12210,-528,12556,-7392,1600,-13714,7036,9328,-12874,-1330,13652,-7152,-4,8,8,-6,-52,40,24,-6,0,0,0,0,0,0,0,0,0
3510,3510,0,-8014,12376,230,-12444,7532,7808,-12360,-102,-9152,12896,1088,-13614,7328,8956,-12966,-848,-4,-24,-10,-6,12,-8,-10,-6,0,0,0,0,0,0,0,0,0
3511,3511,0,12426,-7728,-7674,12492,-166,-12354,7848,7404,13554,-7570,-8812,13094,684,-13460,7716,8562,-20,-24,-74,12,-20,24,-10,-38,0,0,0,0,0,0,0,0,0
3512,3512,0,-12450,352,12316,-8020,-7316,12584,-508,-12236,-13130,-502,13420,-7932,-8482,13246,296,-13354,-36,56,8,12,-52,-8,-26,-6,0,0,0,0,0,0,0,0,0
3513,3513,0,8242,7052,-12552,758,12180,-8366,-7086,12684,8030,8240,-13246,-34,13298,-8278,-8152,13356,-20,-40,8,-6,-4,24,-26,-22,0,0,0,0,0,0,0,0,0
3514,3514,0,-1002,-12066,8458,6722,-12728,1194,12088,-8670,-218,-13236,8544,7902,-13410,378,13196,-8592,-68,-40,-10,-6,-20,-8,8,12,0,0,0,0,0,0,0,0,0
3515,3515,0,-6614,12862,-1462,-11874,8844,6460,-12710,1586,-7788,13470,-628,-13112,8772,7590,-13542,860,-4,-8,8,-38,-68,8,8,44,0,0,0,0,0,0,0,0,0
3516,3516,0,11850,-8962,-6320,12880,-1762,-11710,9086,6020,13050,-8946,-7376,13564,-1104,-12926,9128,7220,-20,8,-10,-6,-4,-8,102,-6,0,0,0,0,0,0,0,0,0
3517,3517,0,-12872,1992,11802,-9316,-5810,12958,-2396,-11550,-13650,1320,12820,-9260,-7030,13666,-1460,-12750,12,8,-10,12,-36,24,-10,12,0,0,0,0,0,0,0,0,0
3518,3518,0,9450,5758,-12758,2380,11492,-9552,-5624,13040,9418,6866,-13774,1734,12644,-9652,-6640,13830,-4,-24,8,12,-20,24,8,-6,0,0,0,0,0,0,0,0,0
3519,3519,0,-2624,-11390,9692,5256,-12920,2702,11364,-9848,-1954,-12532,9760,6430,-13778,2114,12428,-9906,-20,-8,24,-22,-20,8,-10,-6,0,0,0,0,0,0,0,0,0
3520,3520,0,-5098,13102,-3120,-11150,9968,4984,-12926,3224,-6280,13842,-2374,-12362,10024,6048,-13918,2594,-36,-8,-26,12,-4,-24,8,12,0,0,0,0,0,0,0,0,0
3521,3521,0,11062,-10102,-5002,13104,-3402,-10932,10208,4500,12236,-10232,-5878,13926,-2774,-12164,10340,5674,-20,-8,-26,12,-20,-8,-26,12,0,0,0,0,0,0,0,0,0
3522,3522,0,-13016,3610,10660,-10370,-4314,13176,-3954,-10690,-13954,2990,12040,-10566,-5490,13948,-3284,-12010,-20,-24,-42,28,-36,-40,-10,28,0,0,0,0,0,0,0,0,0
3523,3523,0,10478,4116,-12910,4010,10542,-10592,-4146,13072,10622,5234,-13966,3504,11852,-10802,-5062,13974,-36,-8,-42,-6,-4,-24,-42,44,0,0,0,0,0,0,0,0,0
3524,3524,0,-4186,-10464,10612,3818,-13016,4344,10208,-10926,-3676,-11668,10930,4876,-13970,3874,11570,-11072,12,40,-26,-22,-68,40,-42,44,0,0,0,0,0,0,0,0,0
3525,3525,0,-3562,13144,-4644,-10194,10998,3418,-12926,4760,-4666,13980,-4152,-11474,11238,4452,-13998,4290,-20,40,24,-22,-36,24,-26,12,0,0,0,0,0,0,0,0,0
3526,3526,0,10080,-11044,-3328,13056,-5004,-9904,11442,2896,11358,-11334,-4216,13990,-4556,-11174,11450,4034,-36,-40,-10,12,-4,-24,-10,-6,0,0,0,0,0,0,0,0,0
3527,3527,0,-13000,5242,9740,-11278,-2656,13022,-5528,-9620,-13986,4772,11010,-11650,-3782,14028,-4950,-10896,-36,8,8,12,28,24,-26,12,0,0,0,0,0,0,0,0,0
3528,3528,0,11348,2606,-12806,5540,9498,-11454,-2508,12960,11726,3608,-13950,5152,10814,-11812,-3412,14006,-4,-40,-42,-6,-20,-40,-10,12,0,0,0,0,0,0,0,0,0
3529,3529,0,-5746,-9392,11722,2140,-12904,5870,9070,-11646,-5378,-10600,11944,3142,-13954,5494,10474,-12122,-68,-8,8,28,-20,8,8,44,0,0,0,0,0,0,0,0,0
3530,3530,0,-1946,12926,-6092,-9098,11764,1790,-12694,6318,-2918,13948,-5830,-10258,12188,2758,-13918,5966,-4,8,-42,-6,-20,-24,-42,-38,0,0,0,0,0,0,0,0,0
3531,3531,0,8972,-11790,-1572,12864,-6464,-8766,11976,1278,10120,-12292,-2524,13862,-6130,-10040,12342,2298,-4,-24,-10,12,-4,-40,8,-6,0,0,0,0,0,0,0,0,0
3532,3532,0,-12728,6572,8490,-11986,-1146,12766,-7022,-8462,-13874,6272,9840,-12542,-2050,13826,-6528,-9706,-36,-8,-58,-6,12,-24,-10,12,0,0,0,0,0,0,0,0,0
3533,3533,0,12164,896,-12520,6946,8388,-12162,-668,12652,12578,1826,-13742,6726,9546,-12686,-1666,13766,12,8,-42,-6,-4,-8,-26,12,0,0,0,0,0,0,0,0,0
3534,3534,0,-7220,-8196,12300,566,-12530,7290,7928,-12316,-6902,-9398,12684,1462,-13666,7090,9208,-12862,-20,40,8,12,-4,-40,-42,-22,0,0,0,0,0,0,0,0,0
3535,3535,0,-326,12552,-7580,-7844,12394,140,-12360,7640,-1250,13634,-7288,-9020,12954,992,-13542,7412,28,-8,-10,12,-4,-8,8,12,0,0,0,0,0,0,0,0,0
3536,3536,0,7660,-12428,86,12412,-7836,-7584,12476,-358,8914,-12960,-764,13516,-7692,-8738,13092,504,-36,-8,-10,12,-4,8,24,-22,0,0,0,0,0,0,0,0,0
3537,3537,0,-12290,7968,7346,-12540,492,12328,-8142,-7248,-13458,7856,8592,-13194,-362,13406,-8072,-8348,-20,24,-10,-6,-20,40,8,-6,0,0,0,0,0,0,0,0,0
3538,3538,0,12618,-624,-12132,8290,7022,-12638,808,12146,13226,86,-13310,8162,8196,-13300,128,13292,-4,24,-10,-6,-4,24,8,-6,0,0,0,0,0,0,0,0,0
3539,3539,0,-8478,-6784,12736,-1148,-12066,8574,6576,-12742,-8386,-8022,13404,-342,-13146,8518,7812,-13434,44,-8,-10,-6,60,-8,-10,-38,0,0,0,0,0,0,0,0,0
3540,3540,0,1330,12030,-8690,-6468,12794,-1490,-11744,8902,524,13150,-8748,-7636,13506,-806,-13022,8924,12,-8,-10,12,-20,-8,-26,12,0,0,0,0,0,0,0,0,0
3541,3541,0,6326,-12798,1686,11842,-9092,-6166,12848,-1936,7472,-13492,1008,12982,-9088,-7356,13564,-1168,-20,40,-10,12,-36,-8,8,-22,0,0,0,0,0,0,0,0,0
3542,3542,0,-11730,9192,5928,-12974,2182,11710,-9436,-5818,-12906,9216,7116,-13694,1442,12800,-9388,-6864,28,24,-26,28,-20,-24,8,12,0,0,0,0,0,0,0,0,0
3543,3543,0,12946,-2320,-11472,9414,5608,-12962,2614,11376,13714,-1704,-12678,9578,6678,-13762,1886,12590,12,8,-42,12,-20,-40,-26,12,0,0,0,0,0,0,0,0,0
3544,3544,0,-9586,-5442,13006,-2718,-11298,9724,5284,-13054,-9722,-6506,13796,-2070,-12460,9886,6272,-13814,-4,8,-10,12,28,-8,-10,12,0,0,0,0,0,0,0,0,0
3545,3545,0,2878,11068,-9966,-5030,13042,-3046,-11154,10050,2294,12432,-10010,-6066,13872,-2502,-12336,10206,-36,-8,-10,28,12,8,8,44,0,0,0,0,0,0,0,0,0
3546,3546,0,4862,-13026,3508,11024,-10114,-4574,13086,-3526,5888,-13906,2714,12238,-10352,-5708,13892,-2948,-20,8,-26,-6,-20,24,-26,-56,0,0,0,0,0,0,0,0,0
3547,3547,0,-10872,10264,4406,-13102,3838,10716,-10370,-4212,-12086,10524,5548,-13974,3182,11982,-10660,-5248,-4,24,-10,-38,44,8,-10,12,0,0,0,0,0,0,0,0,0
3548,3548,0,13042,-3876,-10562,10492,4014,-13042,4152,10428,13904,-3356,-11884,10702,5154,-13938,3614,11732,-4,-24,-42,12,12,40,8,-6,0,0,0,0,0,0,0,0,0
3549,3549,0,-10664,-3728,13054,-4308,-10386,10764,3700,-13086,-10878,-4842,13924,-3840,-11574,11018,4764,-14022,-4,-8,-10,-6,-4,24,-42,44,0,0,0,0,0,0,0,0,0
3550,3550,0,4526,10264,-10800,-3382,13058,-4638,-10078,11072,3996,11556,-11180,-4422,13984,-4224,-11292,11322,-4,24,-42,44,12,24,-10,12,0,0,0,0,0,0,0,0,0
3551,3551,0,3320,-12994,4890,9954,-11080,-3030,12974,-5174,4322,-13986,4424,11210,-11398,-4160,13940,-4582,12,24,-26,12,-52,24,-42,12,0,0,0,0,0,0,0,0,0
3552,3552,0,-9866,11170,2852,-13070,5416,9692,-11346,-2686,-11086,11572,3940,-14038,4794,11056,-11620,-3680,12,-24,-26,-6,-4,8,-42,44,0,0,0,0,0,0,0,0,0
3553,3553,0,12994,-5522,-9626,11480,2422,-12894,5658,9374,13952,-5086,-10788,11764,3454,-13938,5300,10638,12,-24,-10,-38,-4,24,-10,12,0,0,0,0,0,0,0,0,0
3554,3554,0,-11602,-2288,12864,-5834,-9346,11710,1978,-12958,-11942,-3260,13908,-5402,-10512,12062,2978,-13990,12,-8,8,12,-4,-24,-42,-6,0,0,0,0,0,0,0,0,0
3555,3555,0,6062,9160,-11712,-1792,12882,-6182,-8936,11874,5602,10302,-12162,-2804,13904,-5894,-10208,12318,-36,24,-26,-56,-36,8,-26,-6,0,0,0,0,0,0,0,0,0
3556,3556,0,1608,-12782,6332,8822,-11938,-1442,12736,-6564,2518,-13874,6098,10062,-12396,-2380,13844,-6242,-36,-40,24,-6,-4,8,8,-6,0,0,0,0,0,0,0,0,0
3557,3557,0,-8692,12062,1016,-12706,6846,8542,-11988,-1042,-9962,12528,2124,-13830,6422,9790,-12528,-1958,12,-8,24,28,12,8,-26,-6,0,0,0,0,0,0,0,0,0
3558,3558,0,12730,-6932,-8388,12194,820,-12622,7172,8226,13778,-6660,-9532,12686,1696,-13730,6852,9456,-4,-8,-10,-6,28,-8,-26,-22,0,0,0,0,0,0,0,0,0
3559,3559,0,-12178,-528,12586,-7328,-8126,12328,394,-12492,-12732,-1480,13668,-7024,-9370,12832,1264,-13630,-20,-8,-42,44,-36,-8,-26,28,0,0,0,0,0,0,0,0,0
3560,3560,0,7468,7904,-12274,-214,12458,-7584,-7754,12476,7216,9116,-12902,-1072,13538,-7436,-8996,13014,-52,-8,-26,-22,-36,56,-10,12,0,0,0,0,0,0,0,0,0
3561,3561,0,-86,-12370,7784,7576,-12450,156,12380,-7940,842,-13476,7620,8748,-13066,-678,13452,-7772,-4,-8,-42,28,-20,40,-10,-6,0,0,0,0,0,0,0,0,0
3562,3562,0,-7428,12600,-444,-12268,8066,7306,-12536,614,-8610,13166,456,-13386,7934,8406,-13230,-162,-4,-24,-10,12,-20,24,-10,12,0,0,0,0,0,0,0,0,0
3563,3563,0,12266,-8260,-7166,12668,-844,-12114,8332,6850,13378,-8182,-8262,13340,-74,-13252,8296,8082,12,8,-10,-6,-4,8,-26,12,0,0,0,0,0,0,0,0,0
3564,3564,0,-12642,1018,12072,-8542,-6710,12750,-1302,-11970,-13338,250,13212,-8496,-7980,13438,-500,-13146,-4,-8,-10,-6,12,56,-10,-6,0,0,0,0,0,0,0,0,0
3565,3565,0,8812,6492,-12630,1458,11866,-8814,-6416,12896,8644,7670,-13454,648,13098,-8850,-7504,13548,-36,8,-26,12,-52,24,-10,-56,0,0,0,0,0,0,0,0,0
3566,3566,0,-1602,-11758,8942,6116,-12856,1822,11832,-9220,-888,-12944,9008,7364,-13602,1072,12868,-9132,-4,24,24,12,28,40,-10,44,0,0,0,0,0,0,0,0,0
3567,3567,0,-6080,12974,-2286,-11550,9370,5886,-12726,2236,-7158,13682,-1332,-12766,9338,7010,-13742,1558,28,-40,-10,28,-20,8,8,44,0,0,0,0,0,0,0,0,0
3568,3568,0,11460,-9472,-5734,12992,-2442,-11470,9596,5368,12724,-9486,-6752,13718,-1794,-12614,9696,6542,44,-8,-10,44,28,8,-74,44,0,0,0,0,0,0,0,0,0
3569,3569,0,-12920,2670,11396,-9752,-5258,13038,-2994,-11230,-13778,1986,12524,-9810,-6408,13826,-2230,-12442,-20,-8,-26,44,-20,-8,-42,-72,0,0,0,0,0,0,0,0,0
3570,3570,0,9904,5130,-12838,2976,11190,-9988,-5082,13104,9960,6208,-13870,2362,12386,-10104,-6060,13894,28,-24,8,-6,28,-40,8,78,0,0,0,0,0,0,0,0,0
3571,3571,0,-3258,-10996,10064,4664,-12984,3450,10906,-10290,-2630,-12196,10244,5834,-13890,2862,12136,-10354,-20,8,24,-6,-20,24,-10,12,0,0,0,0,0,0,0,0,0
3572,3572,0,-4518,13054,-3922,-10754,10414,4260,-12838,3866,-5650,13890,-3156,-12058,10558,5398,-13934,3270,-20,8,-10,44,-20,24,8,12,0,0,0,0,0,0,0,0,0
3573,3573,0,10686,-10544,-4326,13120,-4010,-10560,10494,3914,11900,-10754,-5190,13990,-3502,-11764,10818,5040,-4,8,-42,-6,12,72,-10,62,0,0,0,0,0,0,0,0,0
3574,3574,0,-13000,4132,10302,-10722,-3674,13160,-4502,-10306,-14002,3730,11682,-10976,-4762,14012,-3940,-11570,-4,8,-10,44,-20,-24,-26,62,0,0,0,0,0,0,0,0,0
3575,3575,0,10918,3498,-12838,4680,10168,-10980,-3566,13088,11142,4580,-13982,4162,11454,-11254,-4360,14006,-4,-8,8,28,12,8,8,12,0,0,0,0,0,0,0,0,0
3576,3576,0,-4828,-10068,11268,3072,-12968,5066,9868,-11182,-4332,-11286,11386,4162,-14002,4580,11162,-11570,12,-8,8,28,28,8,8,-6,0,0,0,0,0,0,0,0,0
3577,3577,0,-2864,13038,-5368,-9752,11316,2718,-12822,5368,-3974,13996,-4766,-10992,11646,3778,-13950,4992,28,-8,-10,44,-36,72,8,12,0,0,0,0,0,0,0,0,0
3578,3578,0,9642,-11374,-2668,13008,-5514,-9520,11594,2252,10894,-11732,-3604,13958,-5186,-10754,11912,3318,28,40,8,28,-20,8,8,28,0,0,0,0,0,0,0,0,0
3579,3579,0,-12872,5854,9270,-11598,-2106,12958,-6028,-9252,-13954,5382,10570,-12042,-3118,13932,-5598,-10354,12,40,8,-6,-36,24,-26,-6,0,0,0,0,0,0,0,0,0
