Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/time_8s_1
240,240,0,-16896,-16312,-15670,-15048,-14318,-13650,-12932,-12214,12,20,4,10,-4,-30,36,10,0
241,241,0,-11492,-10722,-9962,-9234,-8454,-7684,-6860,-6114,-4,4,-14,-8,-4,4,-14,42,0
242,242,0,-5324,-4514,-3654,-2872,-2078,-1286,-436,344,-64,-30,-14,10,28,4,4,-24,0
243,243,0,1188,1966,2846,3680,4374,5244,6032,6790,12,4,4,10,28,36,-14,-24,0
244,244,0,7536,8250,9102,9794,10520,11200,12016,12718,-20,-30,4,-8,28,-14,4,10,0
245,245,0,13348,14066,14768,15398,15946,16532,17214,17786,-32,20,4,-24,-4,-46,-14,26,0
246,246,0,18260,18852,19384,19964,20360,20828,21290,21758,-20,4,4,10,-4,20,4,-40,0
247,247,0,22092,22484,22874,23238,23424,23766,24070,24336,12,-14,20,10,28,20,36,-24,0
248,248,0,24520,24692,24958,25118,25166,25294,25408,25532,12,-30,20,-24,-4,4,20,10,0
249,249,0,25470,25422,25520,25500,25358,25278,25232,25150,12,-14,4,10,-4,-46,20,-8,0
250,250,0,24926,24676,24552,24386,24026,23750,23514,23206,28,20,-14,26,-64,4,-14,26,0
251,251,0,22794,22500,22096,21710,21236,20812,20314,19834,12,-14,4,26,-4,-14,4,10,0
252,252,0,19288,18724,18208,17626,16990,16370,15814,15122,12,36,4,26,-48,20,4,-24,0
253,253,0,14458,13800,13132,12456,11656,10912,10216,9486,12,20,20,10,12,4,20,42,0
254,254,0,8702,7930,7160,6352,5564,4754,3952,3164,12,20,4,10,-4,-14,4,-24,0
255,255,0,2326,1508,684,-106,-984,-1708,-2530,-3362,28,36,4,-8,12,-14,-30,10,0
256,256,0,-4208,-5010,-5778,-6574,-7362,-8136,-8878,-9696,12,4,20,10,-4,20,4,10,0
257,257,0,-10420,-11110,-11880,-12592,-13268,-13928,-14660,-15338,-32,-14,20,10,12,4,-14,42,0
258,258,0,-15938,-16538,-17182,-17824,-18342,-18958,-19426,-19992,12,-14,20,10,-32,36,4,10,0
259,259,0,-20442,-20990,-21518,-21940,-22232,-22622,-23076,-23470,28,4,-14,10,28,-14,20,10,0
260,260,0,-23682,-24022,-24302,-24622,-24774,-24906,-25200,-25392,-4,-14,-30,10,-4,-14,20,26,0
261,261,0,-25424,-25584,-25684,-25764,-25712,-25760,-25796,-25780,12,-14,4,10,12,-30,4,-24,0
262,262,0,-25632,-25568,-25440,-25392,-25120,-24906,-24742,-24526,-4,-30,4,10,28,-46,4,10,0
263,263,0,-24194,-23958,-23670,-23356,-22908,-22542,-22180,-21812,12,-46,-14,-8,-32,4,-14,26,0
264,264,0,-21232,-20820,-20372,-19794,-19196,-18740,-18138,-17582,12,-30,-14,-8,-4,4,20,-8,0
265,265,0,-16880,-16280,-15670,-15032,-14286,-13618,-12932,-12182,12,4,4,10,12,4,-14,10,0
266,266,0,-11492,-10706,-9946,-9234,-8486,-7700,-6860,-6130,28,-14,20,26,-4,-14,20,-24,0
267,267,0,-5356,-4498,-3622,-2856,-2094,-1238,-404,344,-4,4,20,-40,28,4,20,10,0
268,268,0,1172,1982,2798,3632,4390,5212,6032,6806,-64,-14,4,-8,12,4,4,-8,0
269,269,0,7552,8282,9086,9842,10536,11200,12048,12750,12,-14,-14,-40,-4,-30,-14,-8,0
270,270,0,13348,14066,14784,15398,15962,16548,17198,17770,-4,-14,-30,-24,-32,4,4,10,0
271,271,0,18292,18804,19400,19932,20328,20860,21310,21726,12,4,-14,-8,-4,20,-14,-24,0
272,272,0,22060,22468,22874,23186,23472,23750,24094,24354,-48,4,4,10,28,4,20,-8,0
273,273,0,24536,24676,24904,25102,25182,25278,25392,25516,28,-14,-30,10,-4,4,36,10,0
274,274,0,25486,25486,25488,25532,25390,25278,25216,25086,-64,-14,4,10,28,4,20,26,0
275,275,0,24878,24676,24552,24354,24042,23766,23482,23170,-4,-14,-30,-24,-4,-14,-14,10,0
276,276,0,22778,22452,22096,21710,21284,20796,20330,19818,-48,-30,-14,26,-16,-14,-14,10,0
277,277,0,19240,18692,18208,17626,17022,16404,15830,15154,28,-30,-14,-24,12,4,-14,-8,0
278,278,0,14474,13848,13132,12456,11704,10928,10232,9470,12,-46,-30,10,12,52,20,-8,0
279,279,0,8702,7946,7128,6336,5564,4754,3952,3130,12,-14,-14,-8,12,20,-14,-24,0
280,280,0,2310,1524,700,-138,-936,-1740,-2514,-3394,28,20,4,26,-4,4,-14,10,0
281,281,0,-4146,-5042,-5794,-6590,-7346,-8088,-8910,-9660,-4,-14,4,10,-4,4,-14,26,0
282,282,0,-10388,-11094,-11832,-12592,-13300,-13960,-14692,-15338,12,-14,4,10,-4,-30,36,-24,0
283,283,0,-15906,-16538,-17166,-17808,-18342,-18974,-19442,-20008,28,20,4,-8,-4,-14,-30,26,0
284,284,0,-20410,-20990,-21502,-21972,-22200,-22638,-23060,-23486,-4,4,4,10,12,20,4,10,0
285,285,0,-23698,-24022,-24350,-24606,-24774,-24922,-25184,-25376,-4,4,-14,42,-4,-14,-14,10,0
286,286,0,-25424,-25600,-25694,-25796,-25728,-25712,-25812,-25780,44,4,-14,-8,-4,4,4,-24,0
287,287,0,-25616,-25536,-25424,-25360,-25104,-24890,-24758,-24542,12,4,-14,-24,12,-14,-30,-40,0
288,288,0,-24178,-23942,-23648,-23356,-22876,-22574,-22212,-21844,28,-30,20,10,12,-14,4,-8,0
289,289,0,-21236,-20804,-20270,-19778,-19212,-18740,-18090,-17550,-48,20,4,-8,-4,-14,20,-8,0
290,290,0,-16912,-16296,-15670,-15048,-14318,-13634,-12932,-12182,-48,20,-14,-8,-4,20,4,10,0
291,291,0,-11476,-10722,-10010,-9250,-8454,-7716,-6844,-6098,12,-14,20,-40,-48,20,4,10,0
292,292,0,-5324,-4482,-3638,-2872,-2078,-1270,-388,376,-4,4,-14,10,12,36,-14,10,0
293,293,0,1188,1998,2830,3664,4374,5228,6032,6790,-4,-14,-14,10,28,20,-14,-40,0
294,294,0,7520,8282,9102,9810,10536,11200,12016,12750,-4,-14,-30,-24,12,-14,-14,-8,0
295,295,0,13380,14066,14784,15398,15946,16548,17198,17786,12,20,-14,10,12,4,-14,10,0
296,296,0,18322,18820,19400,19932,20350,20828,21274,21774,-20,36,-14,26,-4,4,-14,10,0
297,297,0,22076,22468,22874,23222,23440,23766,24054,24370,-4,-14,-30,-24,12,-14,36,-40,0
298,298,0,24520,24676,24920,25118,25166,25294,25408,25508,12,4,4,10,28,-14,4,-24,0
299,299,0,25438,25486,25472,25532,25390,25294,25232,25102,-48,-14,-14,-8,28,4,20,10,0
300,300,0,24894,24708,24536,24354,24074,23798,23482,23170,12,36,4,10,-4,-30,4,10,0
301,301,0,22832,22468,22080,21710,21204,20828,20298,19852,-4,-30,-14,26,28,4,4,26,0
302,302,0,19288,18676,18192,17658,16990,16388,15846,15154,12,-14,20,-8,12,-14,4,-56,0
303,303,0,14426,13848,13164,12456,11688,10928,10232,9436,-4,-30,20,-40,12,-14,4,-8,0
304,304,0,8670,7930,7220,6352,5580,4754,3968,3130,28,-14,20,-24,44,4,-14,-40,0
305,305,0,2294,1540,684,-106,-984,-1708,-2514,-3378,12,-14,20,-8,-4,-14,-14,10,0
306,306,0,-4176,-5026,-5794,-6622,-7362,-8120,-8926,-9676,12,4,-14,26,28,4,20,26,0
307,307,0,-10388,-11062,-11848,-12592,-13300,-13960,-14660,-15338,-4,-30,20,26,12,-14,4,26,0
308,308,0,-15922,-16538,-17166,-17824,-18342,-18942,-19442,-19992,-48,-14,4,26,28,20,-14,10,0
309,309,0,-20410,-20974,-21534,-21908,-22184,-22638,-23076,-23420,12,4,-14,10,-4,4,-14,-40,0
310,310,0,-23666,-24022,-24334,-24606,-24726,-24890,-25200,-25392,-48,36,-14,-24,28,4,4,-8,0
311,311,0,-25424,-25584,-25700,-25780,-25712,-25744,-25796,-25764,-4,-14,4,-24,-4,20,4,10,0
312,312,0,-25632,-25568,-25408,-25360,-25120,-24906,-24774,-24542,-4,-30,4,-8,-4,4,4,10,0
313,313,0,-24194,-23942,-23670,-23356,-22924,-22542,-22164,-21812,28,20,20,-8,-4,20,4,-8,0
314,314,0,-21248,-20804,-20388,-19762,-19228,-18740,-18122,-17566,-4,-14,4,10,-4,20,4,10,0
315,315,0,-16928,-16296,-15654,-15016,-14318,-13650,-12916,-12182,12,-14,-14,-24,12,-14,-14,42,0
316,316,0,-11492,-10706,-9962,-9250,-8438,-7652,-6876,-6114,28,36,20,-8,-4,4,36,10,0
317,317,0,-5340,-4498,-3654,-2888,-2094,-1286,-436,376,-4,4,4,10,-32,20,4,10,0
318,318,0,1204,1950,2814,3648,4390,5212,6016,6774,28,-14,4,-24,-4,4,-14,-24,0
319,319,0,7520,8282,9134,9794,10536,11200,12016,12698,44,36,-30,10,12,-14,4,26,0
320,320,0,13364,14082,14768,15382,15962,16532,17214,17786,-4,-14,-14,-24,28,-14,4,10,0
321,321,0,18292,18836,19346,19900,20328,20860,21310,21758,28,4,4,-40,12,4,4,10,0
322,322,0,22076,22468,22874,23190,23472,23766,24054,24320,-4,-30,4,26,12,4,4,-8,0
323,323,0,24520,24676,24942,25086,25166,25246,25376,25476,-4,-14,4,10,12,-14,-14,10,0
324,324,0,25470,25470,25472,25476,25358,25294,25200,25086,28,4,20,-8,-4,4,-14,-8,0
325,325,0,24910,24724,24552,24320,24042,23766,23482,23170,-4,-30,-14,10,12,-14,20,-8,0
326,326,0,22816,22452,22096,21710,21204,20812,20330,19852,-4,4,4,-24,-4,4,4,10,0
327,327,0,19272,18724,18224,17674,16990,16388,15814,15170,-4,20,4,-24,-4,-14,-14,10,0
328,328,0,14474,13800,13148,12440,11672,10928,10264,9452,-4,52,-14,-24,12,-30,-14,-8,0
329,329,0,8718,7930,7160,6352,5564,4754,3920,3146,-48,4,-14,-8,-4,20,4,-8,0
330,330,0,2278,1540,732,-106,-968,-1708,-2530,-3378,-4,-30,20,10,12,4,-14,26,0
331,331,0,-4192,-5026,-5762,-6558,-7346,-8120,-8894,-9696,12,20,20,-24,12,20,-14,-24,0
332,332,0,-10388,-11062,-11864,-12592,-13332,-13976,-14676,-15304,-64,-14,-14,-8,-4,-14,20,-8,0
333,333,0,-15922,-16538,-17150,-17824,-18326,-18958,-19442,-19992,-32,4,4,-8,12,-14,-30,-8,0
334,334,0,-20426,-20974,-21486,-21956,-22254,-22670,-23028,-23436,-32,-14,-14,-8,-32,4,4,10,0
335,335,0,-23682,-23990,-24318,-24590,-24758,-24890,-25168,-25360,-32,36,-14,-24,-4,4,-14,-8,0
336,336,0,-25456,-25568,-25662,-25812,-25712,-25728,-25780,-25740,-4,20,4,10,-4,20,4,-40,0
337,337,0,-25632,-25520,-25424,-25344,-25152,-24906,-24742,-24558,-4,4,36,-24,12,4,4,-24,0
338,338,0,-24210,-23942,-23702,-23356,-22924,-22526,-22148,-21828,-4,36,20,-8,12,-14,20,-24,0
339,339,0,-21232,-20820,-20388,-19794,-19212,-18740,-18106,-17600,-48,4,4,-8,12,4,4,-24,0
340,340,0,-16912,-16264,-15654,-15032,-14318,-13602,-12932,-12214,-4,-30,20,10,-4,-30,-14,10,0
341,341,0,-11492,-10690,-9962,-9250,-8454,-7684,-6860,-6098,28,20,4,10,12,-30,4,26,0
342,342,0,-5340,-4514,-3638,-2904,-2078,-1270,-420,360,-4,-14,20,-24,-4,-30,4,-24,0
343,343,0,1172,1998,2782,3616,4428,5212,5984,6790,-4,-30,36,26,-32,20,4,-8,0
344,344,0,7536,8282,9070,9842,10568,11298,12024,12750,-48,20,-14,10,-32,20,4,10,0
345,345,0,13316,14098,14768,15398,15962,16616,17198,17802,28,-30,-30,-8,12,-14,-14,10,0
346,346,0,18322,18820,19352,19964,20312,20876,21262,21758,28,-14,20,10,-4,-30,20,10,0
347,347,0,22092,22500,22858,23238,23456,23798,24054,24336,28,4,4,26,-4,-14,4,10,0
348,348,0,24504,24692,24904,25118,25166,25310,25392,25492,12,-14,20,10,12,-30,4,10,0
349,349,0,25438,25486,25472,25492,25342,25342,25200,25118,-48,4,-14,-24,12,4,4,-8,0
350,350,0,24910,24724,24552,24354,24042,23782,23466,23190,-4,4,4,-40,12,-14,4,10,0
351,351,0,22794,22500,22064,21694,21220,20812,20314,19868,12,4,4,-24,-48,4,4,10,0
352,352,0,19304,18708,18176,17658,17006,16404,15814,15170,-4,4,4,10,28,-14,20,10,0
353,353,0,14458,13848,13148,12440,11656,10944,10248,9502,-48,4,4,-8,-4,-14,20,-40,0
354,354,0,8702,7946,7144,6352,5564,4754,3952,3146,-4,20,4,-40,-48,4,20,-24,0
355,355,0,2294,1556,716,-106,-952,-1724,-2538,-3394,12,4,4,10,-4,-14,4,10,0
356,356,0,-4224,-4994,-5794,-6606,-7346,-8072,-8878,-9712,28,4,4,-24,12,20,-30,10,0
357,357,0,-10420,-11094,-11848,-12624,-13284,-13960,-14692,-15338,-4,4,-14,26,-48,4,4,-24,0
358,358,0,-15938,-16506,-17182,-17808,-18326,-18958,-19474,-20008,12,4,-14,-8,-4,4,20,10,0
359,359,0,-20426,-20974,-21518,-21956,-22254,-22670,-23060,-23486,12,20,20,-24,-48,4,4,-24,0
360,360,0,-23666,-23974,-24318,-24606,-24742,-24922,-25200,-25392,-4,-30,20,-8,-4,20,4,-8,0
361,361,0,-25424,-25568,-25716,-25844,-25744,-25728,-25780,-25740,-48,4,4,10,12,-14,-30,10,0
362,362,0,-25632,-25536,-25440,-25360,-25120,-24906,-24774,-24558,-48,-30,-14,10,-32,-30,4,42,0
363,363,0,-24194,-23942,-23670,-23388,-22908,-22542,-22220,-21828,12,-30,4,26,-48,-14,4,-40,0
364,364,0,-21216,-20788,-20404,-19762,-19228,-18740,-18122,-17566,-4,4,20,10,-4,-14,20,10,0
365,365,0,-16912,-16280,-15702,-15016,-14318,-13602,-12932,-12214,-32,-30,4,-8,-4,-14,-14,10,0
366,366,0,-11492,-10722,-9994,-9234,-8438,-7684,-6958,-6098,-4,4,36,-8,-64,-30,-30,-8,0
367,367,0,-5324,-4498,-3638,-2872,-2078,-1254,-420,376,28,-14,-14,26,-4,4,36,26,0
368,368,0,1188,1982,2814,3648,4390,5228,6032,6756,12,20,-14,10,-4,20,36,-24,0
369,369,0,7520,8298,9070,9826,10552,11184,12016,12734,12,-46,4,-24,12,4,4,10,0
370,370,0,13380,14050,14784,15398,15962,16548,17198,17802,28,-46,20,10,12,-30,-14,-8,0
371,371,0,18292,18836,19368,19964,20328,20876,21278,21758,-4,4,-14,-24,12,36,4,-8,0
372,372,0,22092,22484,22842,23222,23456,23734,24070,24370,-4,-14,4,26,-4,20,4,-8,0
373,373,0,24520,24740,24888,25118,25150,25294,25376,25516,-32,20,-14,-24,-32,20,-46,26,0
374,374,0,25486,25486,25472,25516,25374,25326,25232,25086,12,-14,-14,10,28,-14,20,26,0
375,375,0,24910,24724,24536,24354,24042,23850,23466,23238,-4,-14,-14,-8,28,-14,4,10,0
376,376,0,22778,22500,22080,21678,21220,20812,20282,19868,-4,4,-14,-8,28,20,20,-8,0
377,377,0,19272,18756,18208,17626,17022,16388,15814,15170,-4,-14,4,26,12,-14,20,42,0
378,378,0,14458,13832,13148,12456,11704,10928,10248,9470,12,52,-14,-8,-4,-30,20,26,0
379,379,0,8670,7962,7160,6368,5564,4792,3952,3164,12,4,4,10,12,20,-14,10,0
380,380,0,2336,1556,684,-122,-952,-1692,-2530,-3378,12,4,20,-24,12,4,20,26,0
381,381,0,-4208,-5026,-5828,-6606,-7362,-8104,-8910,-9712,12,4,-14,-8,-4,-14,4,26,0
382,382,0,-10404,-11062,-11848,-12608,-13300,-13960,-14692,-15320,-4,4,-14,-8,28,4,4,26,0
383,383,0,-15922,-16506,-17182,-17808,-18374,-18926,-19442,-19992,-4,-14,4,-24,12,-14,36,10,0
384,384,0,-20410,-20974,-21486,-21972,-22232,-22654,-23076,-23436,-4,4,-14,10,-4,-14,4,10,0
385,385,0,-23682,-23990,-24334,-24606,-24742,-24890,-25200,-25376,-4,-30,20,26,-4,-14,4,-8,0
386,386,0,-25440,-25552,-25700,-25812,-25728,-25744,-25780,-25780,-32,-14,4,-24,44,-30,4,-24,0
387,387,0,-25632,-25552,-25440,-25360,-25088,-24890,-24774,-24526,-48,4,4,10,28,-14,4,10,0
388,388,0,-24226,-23958,-23670,-23388,-22908,-22526,-22196,-21828,12,20,-30,-24,-4,36,4,-8,0
389,389,0,-21200,-20804,-20372,-19778,-19228,-18724,-18154,-17566,-4,-30,4,-8,28,-14,-14,26,0
390,390,0,-16960,-16264,-15702,-15032,-14334,-13666,-12932,-12230,12,-14,4,-40,-4,36,4,10,0
391,391,0,-11492,-10722,-9994,-9234,-8454,-7684,-6876,-6098,12,-14,20,10,-4,-14,4,-8,0
392,392,0,-5324,-4466,-3670,-2904,-2078,-1286,-436,376,28,-14,4,-24,28,-30,4,10,0
393,393,0,1172,2014,2814,3632,4358,5180,6000,6774,28,4,20,10,-4,4,20,-8,0
394,394,0,7552,8298,9070,9842,10552,11298,12000,12746,28,20,4,10,-20,4,-14,10,0
395,395,0,13364,14066,14768,15430,15946,16600,17182,17786,12,20,4,-24,12,36,-14,10,0
396,396,0,18338,18836,19416,19964,20312,20828,21278,21742,12,-30,4,-8,-20,20,20,-8,0
397,397,0,22076,22500,22810,23238,23456,23766,24078,24354,-4,-14,4,-8,28,-30,4,10,0
398,398,0,24488,24708,24904,25118,25166,25294,25376,25476,-4,-14,20,10,12,-30,-14,-8,0
399,399,0,25438,25502,25488,25532,25374,25310,25200,25102,44,-14,36,-24,12,20,4,-24,0
400,400,0,24926,24708,24552,24402,24026,23782,23466,23222,28,-14,4,10,12,-14,36,10,0
401,401,0,22778,22484,22096,21710,21204,20796,20314,19834,12,4,-14,-24,28,-14,20,26,0
402,402,0,19272,18740,18208,17642,17022,16436,15798,15154,-4,4,-14,26,-20,-30,4,10,0
403,403,0,14490,13816,13132,12456,11704,10928,10200,9502,-20,-14,4,10,12,20,-14,42,0
404,404,0,8654,7930,7144,6368,5548,4808,3952,3164,28,-14,-14,-24,-4,-14,-14,-8,0
405,405,0,2326,1556,716,-122,-952,-1708,-2554,-3362,-4,-14,4,26,-4,4,-14,10,0
406,406,0,-4240,-5010,-5762,-6574,-7362,-8104,-8926,-9712,28,-14,4,10,-4,-14,-30,10,0
407,407,0,-10404,-11062,-11848,-12592,-13284,-13976,-14692,-15320,12,-14,20,10,28,-14,4,-8,0
408,408,0,-15922,-16538,-17214,-17808,-18342,-18926,-19458,-19992,28,4,-14,26,12,4,36,10,0
409,409,0,-20442,-20990,-21534,-21940,-22232,-22670,-23100,-23470,12,4,4,-8,-4,-14,36,10,0
410,410,0,-23730,-24006,-24334,-24638,-24726,-24922,-25232,-25376,28,20,20,-24,28,-14,20,26,0
411,411,0,-25424,-25568,-25700,-25796,-25712,-25728,-25780,-25780,-32,-30,-14,10,12,4,4,10,0
412,412,0,-25616,-25504,-25456,-25360,-25120,-24890,-24742,-24574,12,20,4,10,-48,-14,-30,-24,0
413,413,0,-24178,-23974,-23670,-23372,-22908,-22542,-22196,-21844,44,4,-14,42,-4,4,-14,26,0
414,414,0,-21216,-20772,-20404,-19762,-19212,-18708,-18154,-17534,12,-14,20,-24,12,-30,36,10,0
415,415,0,-16896,-16296,-15654,-15016,-14302,-13618,-12932,-12230,-4,4,4,-8,-4,-14,4,10,0
416,416,0,-11492,-10690,-9978,-9218,-8454,-7684,-6876,-6114,-4,4,4,10,-32,-30,20,26,0
417,417,0,-5356,-4540,-3670,-2872,-2078,-1270,-436,328,12,36,4,10,28,-46,4,10,0
418,418,0,1172,1982,2782,3648,4406,5228,6032,6774,-4,-14,36,-24,28,20,4,-8,0
419,419,0,7552,8298,9086,9842,10568,11264,11984,12714,12,4,4,10,-4,-30,-14,10,0
420,420,0,13364,14082,14752,15414,15978,16532,17214,17770,-4,4,20,-24,-80,-14,-14,10,0
421,421,0,18306,18820,19368,19932,20312,20860,21278,21742,12,-30,20,10,-20,-30,20,-8,0
422,422,0,22044,22484,22810,23190,23440,23782,24078,24320,28,-14,20,10,12,-14,4,10,0
423,423,0,24536,24708,24888,25086,25198,25262,25392,25492,-4,4,-14,26,-64,-14,-14,-40,0
424,424,0,25438,25486,25488,25492,25358,25310,25184,25086,28,4,-30,10,12,-46,-14,-24,0
425,425,0,24910,24708,24552,24370,24042,23782,23466,23186,28,20,4,26,-64,-14,-14,-8,0
426,426,0,22762,22468,22064,21694,21204,20780,20314,19852,12,20,20,10,-48,4,20,-24,0
427,427,0,19288,18724,18208,17642,16990,16420,15830,15138,-32,4,-14,10,28,-30,4,10,0
428,428,0,14490,13832,13132,12456,11672,10912,10248,9420,-4,-30,-14,-8,28,-30,-14,10,0
429,429,0,8702,7946,7220,6368,5564,4754,3920,3130,-48,4,36,26,-4,-30,-14,-24,0
430,430,0,2298,1524,716,-122,-984,-1740,-2530,-3378,-4,-14,4,10,-4,-30,-14,10,0
431,431,0,-4192,-5010,-5794,-6574,-7330,-8088,-8878,-9696,-4,4,4,-24,44,4,20,10,0
432,432,0,-10404,-11094,-11832,-12624,-13300,-13976,-14644,-15304,-4,-14,-14,-8,28,4,4,10,0
433,433,0,-15938,-16538,-17166,-17824,-18342,-18942,-19442,-20008,12,20,20,-8,28,4,4,10,0
434,434,0,-20410,-20958,-21502,-22004,-22254,-22670,-23060,-23436,-48,-30,4,10,28,-30,20,10,0
435,435,0,-23666,-24006,-24350,-24590,-24726,-24922,-25184,-25376,12,4,-14,-8,12,4,-14,-8,0
436,436,0,-25424,-25552,-25716,-25780,-25696,-25712,-25796,-25796,28,-14,20,10,-64,-30,-14,10,0
437,437,0,-25632,-25568,-25392,-25360,-25104,-24874,-24758,-24558,12,-14,-14,26,-64,-14,36,-24,0
438,438,0,-24162,-23942,-23702,-23356,-22876,-22542,-22212,-21812,28,-14,4,-8,-48,-30,-14,26,0
439,439,0,-21216,-20788,-20388,-19778,-19228,-18724,-18122,-17566,28,20,-14,10,12,-14,-14,10,0
440,440,0,-16944,-16264,-15686,-15048,-14334,-13602,-12948,-12182,-4,36,20,10,-48,4,-30,10,0
441,441,0,-11444,-10706,-9994,-9250,-8422,-7684,-6892,-6130,-32,-14,20,26,12,-30,4,-24,0
442,442,0,-5340,-4482,-3654,-2888,-2078,-1254,-436,344,12,4,20,10,-4,-14,20,10,0
443,443,0,1126,2014,2766,3680,4390,5244,6016,6806,12,20,4,-8,12,4,4,26,0
444,444,0,7584,8314,9086,9826,10568,11216,12032,12766,28,4,4,10,12,-14,4,10,0
445,445,0,13364,14066,14752,15382,15962,16600,17182,17786,-4,4,-14,-40,28,4,36,-8,0
446,446,0,18292,18852,19346,19932,20328,20828,21294,21774,-4,4,4,-24,28,-14,4,10,0
447,447,0,22044,22468,22826,23186,23456,23782,24094,24336,44,36,4,-8,44,-14,4,26,0
448,448,0,24504,24708,24872,25118,25166,25278,25376,25500,-4,-14,4,42,-4,4,-14,-8,0
449,449,0,25470,25470,25488,25476,25374,25278,25200,25118,12,-14,4,26,-32,4,4,26,0
450,450,0,24926,24708,24552,24336,24058,23782,23482,23254,28,4,4,-8,-48,-14,4,-8,0
451,451,0,22816,22500,22096,21694,21220,20796,20298,19834,28,-14,-30,-24,-4,20,4,-24,0
452,452,0,19240,18740,18176,17626,16974,16436,15830,15154,-48,-14,20,-24,-48,-14,4,10,0
453,453,0,14474,13816,13148,12440,11672,10928,10264,9452,28,4,20,-24,-4,-14,4,10,0
454,454,0,8718,7946,7160,6352,5564,4792,3920,3146,-4,4,-14,-24,-20,4,4,-8,0
455,455,0,2326,1524,700,-106,-952,-1740,-2498,-3378,12,36,4,-40,-4,20,20,26,0
456,456,0,-4176,-4994,-5794,-6606,-7362,-8120,-8910,-9696,-4,4,20,26,-48,-14,36,-8,0
457,457,0,-10404,-11094,-11816,-12592,-13252,-13960,-14660,-15320,28,-30,-14,42,12,4,36,10,0
458,458,0,-15906,-16522,-17182,-17856,-18342,-18942,-19458,-19992,12,20,4,26,12,-14,4,10,0
459,459,0,-20426,-20974,-21502,-21940,-22254,-22638,-23060,-23486,-32,-14,4,10,28,4,4,10,0
460,460,0,-23682,-24022,-24350,-24638,-24758,-24922,-25168,-25392,12,4,-14,10,28,20,20,26,0
461,461,0,-25456,-25568,-25678,-25780,-25712,-25760,-25828,-25796,12,4,20,10,-4,4,4,26,0
462,462,0,-25632,-25568,-25456,-25344,-25120,-24906,-24774,-24574,-32,20,-14,42,-4,20,4,10,0
463,463,0,-24162,-23974,-23654,-23372,-22908,-22558,-22180,-21828,-4,20,4,10,-48,4,-30,-24,0
464,464,0,-21200,-20804,-20388,-19778,-19228,-18708,-18154,-17582,-32,4,-30,-8,-48,4,4,10,0
465,465,0,-16912,-16296,-15702,-15032,-14302,-13618,-12948,-12198,12,4,20,42,12,4,4,-24,0
466,466,0,-11476,-10706,-9978,-9234,-8486,-7684,-6876,-6098,28,20,20,10,-4,-14,36,10,0
467,467,0,-5340,-4498,-3654,-2888,-2078,-1270,-420,376,12,-14,-14,-8,12,4,4,10,0
468,468,0,1188,1982,2798,3664,4390,5196,6016,6790,28,-30,4,-40,-4,-14,36,-8,0
469,469,0,7536,8298,9102,9858,10600,11250,12016,12782,28,36,20,42,12,4,36,42,0
470,470,0,13380,14098,14736,15398,15930,16516,17166,17786,12,20,20,42,12,20,20,-8,0
471,471,0,18292,18820,19368,19964,20344,20844,21262,21758,-4,4,-46,-8,12,4,4,10,0
472,472,0,22076,22484,22842,23222,23424,23766,24054,24370,-4,-14,-14,10,12,-14,4,10,0
473,473,0,24504,24708,24888,25086,25134,25310,25344,25492,12,4,4,-8,28,36,20,10,0
474,474,0,25454,25454,25472,25516,25358,25278,25248,25118,28,4,20,26,12,20,-14,10,0
475,475,0,24926,24724,24568,24370,24042,23782,23482,23170,12,4,4,10,-4,-14,-14,10,0
476,476,0,22778,22452,22096,21710,21196,20812,20314,19834,-64,4,-14,10,-32,20,-14,-24,0
477,477,0,19272,18756,18192,17626,17006,16404,15814,15138,-4,4,-14,-8,-32,20,-14,10,0
478,478,0,14474,13816,13132,12408,11704,10928,10248,9452,28,4,4,26,28,36,4,26,0
479,479,0,8654,7946,7112,6352,5564,4770,3920,3146,-4,-14,20,-8,12,-14,36,10,0
480,480,0,2352,1556,716,-90,-952,-1724,-2530,-3394,12,20,36,-24,-4,-14,-14,-8,0
481,481,0,-4192,-5010,-5778,-6590,-7362,-8136,-8894,-9696,28,-14,-14,-24,-48,4,-14,10,0
482,482,0,-10404,-11078,-11880,-12592,-13316,-13976,-14676,-15354,-32,4,20,10,28,-14,20,-24,0
483,483,0,-15906,-16538,-17214,-17840,-18310,-18958,-19426,-20008,-32,4,-14,10,28,4,-14,10,0
484,484,0,-20442,-20974,-21502,-21972,-22216,-22654,-23076,-23470,-48,20,-30,-8,-4,4,4,-8,0
485,485,0,-23698,-24022,-24334,-24622,-24758,-24922,-25200,-25392,-4,4,4,-24,44,4,4,-8,0
